epoch,train_loss,val_accuracy
1,0.17535480951311302,97.52066115702479
2,0.0951796857722868,99.6900826446281
3,0.07756021450406331,99.58677685950413
4,0.06234947433852082,99.58677685950413
5,0.053844111326905066,99.89669421487604
6,0.04625892797185487,99.79338842975207
7,0.042272651650152024,99.3801652892562
8,0.03905560108665434,99.89669421487604
9,0.03707882603680341,99.79338842975207
10,0.03245901840023702,99.6900826446281
