epoch,train_loss,val_accuracy
1,0.1711327992493763,98.4504132231405
2,0.11378517099420839,99.27685950413223
3,0.09253335064975901,98.65702479338843
4,0.08278244244473862,99.0702479338843
5,0.0685613791531046,99.79338842975207
6,0.0575790673945025,99.79338842975207
7,0.05276669181418387,99.0702479338843
8,0.045833508583901034,99.79338842975207
9,0.0397896474618807,99.89669421487604
10,0.037408076146129766,99.6900826446281
