epoch,train_loss,val_accuracy
1,0.16819688156931725,99.0702479338843
2,0.09303303491495332,97.62396694214875
3,0.07211456034948642,98.86363636363636
4,0.05730057225504157,99.89669421487604
5,0.049004438384200745,99.79338842975207
6,0.04098064314815034,99.58677685950413
7,0.036168797631394314,99.6900826446281
8,0.035317446297543784,99.48347107438016
9,0.029776407082516637,99.48347107438016
10,0.028986228217055612,100.0
